sample_id,true_class,source_file,row_start,row_end,image_path_2d,image_path_3d
DDoS-HTTP_Flood_0001,DDoS-HTTP_Flood,../networksecurity/data/CSV/DDoS-HTTP_Flood/DDoS-HTTP_Flood-.pcap.csv,9806,9836,results/viz/2d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0001.png,results/viz/3d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0001.png
DDoS-HTTP_Flood_0002,DDoS-HTTP_Flood,../networksecurity/data/CSV/DDoS-HTTP_Flood/DDoS-HTTP_Flood-.pcap.csv,13407,13437,results/viz/2d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0002.png,results/viz/3d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0002.png
DDoS-HTTP_Flood_0003,DDoS-HTTP_Flood,../networksecurity/data/CSV/DDoS-HTTP_Flood/DDoS-HTTP_Flood-.pcap.csv,24304,24334,results/viz/2d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0003.png,results/viz/3d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0003.png
DDoS-HTTP_Flood_0004,DDoS-HTTP_Flood,../networksecurity/data/CSV/DDoS-HTTP_Flood/DDoS-HTTP_Flood-.pcap.csv,28439,28469,results/viz/2d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0004.png,results/viz/3d/DDoS-HTTP_Flood/DDoS-HTTP_Flood_0004.png
DDoS-ICMP_Flood_0000,DDoS-ICMP_Flood,../networksecurity/data/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood.pcap.csv,11775,11805,results/viz/2d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0000.png,results/viz/3d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0000.png
DDoS-ICMP_Flood_0001,DDoS-ICMP_Flood,../networksecurity/data/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood1.pcap.csv,119583,119613,results/viz/2d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0001.png,results/viz/3d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0001.png
DDoS-ICMP_Flood_0002,DDoS-ICMP_Flood,../networksecurity/data/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood10.pcap.csv,9580,9610,results/viz/2d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0002.png,results/viz/3d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0002.png
DDoS-ICMP_Flood_0003,DDoS-ICMP_Flood,../networksecurity/data/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood11.pcap.csv,37985,38015,results/viz/2d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0003.png,results/viz/3d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0003.png
DDoS-ICMP_Flood_0004,DDoS-ICMP_Flood,../networksecurity/data/CSV/DDoS-ICMP_Flood/DDoS-ICMP_Flood12.pcap.csv,138087,138117,results/viz/2d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0004.png,results/viz/3d/DDoS-ICMP_Flood/DDoS-ICMP_Flood_0004.png
DDoS-ICMP_Fragmentation_0000,DDoS-ICMP_Fragmentation,../networksecurity/data/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation.pcap.csv,20051,20081,results/viz/2d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0000.png,results/viz/3d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0000.png
DDoS-ICMP_Fragmentation_0001,DDoS-ICMP_Fragmentation,../networksecurity/data/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation1.pcap.csv,10488,10518,results/viz/2d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0001.png,results/viz/3d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0001.png
DDoS-ICMP_Fragmentation_0002,DDoS-ICMP_Fragmentation,../networksecurity/data/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation10.pcap.csv,18361,18391,results/viz/2d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0002.png,results/viz/3d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0002.png
DDoS-ICMP_Fragmentation_0003,DDoS-ICMP_Fragmentation,../networksecurity/data/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation11.pcap.csv,20635,20665,results/viz/2d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0003.png,results/viz/3d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0003.png
DDoS-ICMP_Fragmentation_0004,DDoS-ICMP_Fragmentation,../networksecurity/data/CSV/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation12.pcap.csv,18858,18888,results/viz/2d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0004.png,results/viz/3d/DDoS-ICMP_Fragmentation/DDoS-ICMP_Fragmentation_0004.png
DDoS-PSHACK_FLOOD_0000,DDoS-PSHACK_FLOOD,../networksecurity/data/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood.pcap.csv,168494,168524,results/viz/2d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0000.png,results/viz/3d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0000.png
DDoS-PSHACK_FLOOD_0001,DDoS-PSHACK_FLOOD,../networksecurity/data/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood1.pcap.csv,118752,118782,results/viz/2d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0001.png,results/viz/3d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0001.png
DDoS-PSHACK_FLOOD_0002,DDoS-PSHACK_FLOOD,../networksecurity/data/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood10.pcap.csv,136510,136540,results/viz/2d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0002.png,results/viz/3d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0002.png
DDoS-PSHACK_FLOOD_0003,DDoS-PSHACK_FLOOD,../networksecurity/data/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood11.pcap.csv,71137,71167,results/viz/2d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0003.png,results/viz/3d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0003.png
DDoS-PSHACK_FLOOD_0004,DDoS-PSHACK_FLOOD,../networksecurity/data/CSV/DDoS-PSHACK_FLOOD/DDoS-PSHACK_Flood12.pcap.csv,132378,132408,results/viz/2d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0004.png,results/viz/3d/DDoS-PSHACK_FLOOD/DDoS-PSHACK_FLOOD_0004.png
DDoS-RSTFINFLOOD_0000,DDoS-RSTFINFLOOD,../networksecurity/data/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood.pcap.csv,101257,101287,results/viz/2d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0000.png,results/viz/3d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0000.png
DDoS-RSTFINFLOOD_0001,DDoS-RSTFINFLOOD,../networksecurity/data/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood1.pcap.csv,65674,65704,results/viz/2d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0001.png,results/viz/3d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0001.png
DDoS-RSTFINFLOOD_0002,DDoS-RSTFINFLOOD,../networksecurity/data/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood10.pcap.csv,266721,266751,results/viz/2d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0002.png,results/viz/3d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0002.png
DDoS-RSTFINFLOOD_0003,DDoS-RSTFINFLOOD,../networksecurity/data/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood11.pcap.csv,3133,3163,results/viz/2d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0003.png,results/viz/3d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0003.png
DDoS-RSTFINFLOOD_0004,DDoS-RSTFINFLOOD,../networksecurity/data/CSV/DDoS-RSTFINFLOOD/DDoS-RSTFINFlood12.pcap.csv,25926,25956,results/viz/2d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0004.png,results/viz/3d/DDoS-RSTFINFLOOD/DDoS-RSTFINFLOOD_0004.png
DDoS-SYN_Flood_0000,DDoS-SYN_Flood,../networksecurity/data/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood.pcap.csv,51177,51207,results/viz/2d/DDoS-SYN_Flood/DDoS-SYN_Flood_0000.png,results/viz/3d/DDoS-SYN_Flood/DDoS-SYN_Flood_0000.png
DDoS-SYN_Flood_0001,DDoS-SYN_Flood,../networksecurity/data/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood1.pcap.csv,258889,258919,results/viz/2d/DDoS-SYN_Flood/DDoS-SYN_Flood_0001.png,results/viz/3d/DDoS-SYN_Flood/DDoS-SYN_Flood_0001.png
DDoS-SYN_Flood_0002,DDoS-SYN_Flood,../networksecurity/data/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood10.pcap.csv,185230,185260,results/viz/2d/DDoS-SYN_Flood/DDoS-SYN_Flood_0002.png,results/viz/3d/DDoS-SYN_Flood/DDoS-SYN_Flood_0002.png
DDoS-SYN_Flood_0003,DDoS-SYN_Flood,../networksecurity/data/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood11.pcap.csv,234991,235021,results/viz/2d/DDoS-SYN_Flood/DDoS-SYN_Flood_0003.png,results/viz/3d/DDoS-SYN_Flood/DDoS-SYN_Flood_0003.png
DDoS-SYN_Flood_0004,DDoS-SYN_Flood,../networksecurity/data/CSV/DDoS-SYN_Flood/DDoS-SYN_Flood12.pcap.csv,53805,53835,results/viz/2d/DDoS-SYN_Flood/DDoS-SYN_Flood_0004.png,results/viz/3d/DDoS-SYN_Flood/DDoS-SYN_Flood_0004.png
DDoS-SlowLoris_0000,DDoS-SlowLoris,../networksecurity/data/CSV/DDoS-SlowLoris/DDoS-SlowLoris.pcap.csv,87,117,results/viz/2d/DDoS-SlowLoris/DDoS-SlowLoris_0000.png,results/viz/3d/DDoS-SlowLoris/DDoS-SlowLoris_0000.png
DDoS-SlowLoris_0001,DDoS-SlowLoris,../networksecurity/data/CSV/DDoS-SlowLoris/DDoS-SlowLoris.pcap.csv,8644,8674,results/viz/2d/DDoS-SlowLoris/DDoS-SlowLoris_0001.png,results/viz/3d/DDoS-SlowLoris/DDoS-SlowLoris_0001.png
DDoS-SlowLoris_0002,DDoS-SlowLoris,../networksecurity/data/CSV/DDoS-SlowLoris/DDoS-SlowLoris.pcap.csv,11440,11470,results/viz/2d/DDoS-SlowLoris/DDoS-SlowLoris_0002.png,results/viz/3d/DDoS-SlowLoris/DDoS-SlowLoris_0002.png
DDoS-SlowLoris_0003,DDoS-SlowLoris,../networksecurity/data/CSV/DDoS-SlowLoris/DDoS-SlowLoris.pcap.csv,14448,14478,results/viz/2d/DDoS-SlowLoris/DDoS-SlowLoris_0003.png,results/viz/3d/DDoS-SlowLoris/DDoS-SlowLoris_0003.png
DDoS-SlowLoris_0004,DDoS-SlowLoris,../networksecurity/data/CSV/DDoS-SlowLoris/DDoS-SlowLoris.pcap.csv,16865,16895,results/viz/2d/DDoS-SlowLoris/DDoS-SlowLoris_0004.png,results/viz/3d/DDoS-SlowLoris/DDoS-SlowLoris_0004.png
DDoS-SynonymousIP_Flood_0000,DDoS-SynonymousIP_Flood,../networksecurity/data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood.pcap.csv,71876,71906,results/viz/2d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0000.png,results/viz/3d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0000.png
DDoS-SynonymousIP_Flood_0001,DDoS-SynonymousIP_Flood,../networksecurity/data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood1.pcap.csv,258869,258899,results/viz/2d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0001.png,results/viz/3d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0001.png
DDoS-SynonymousIP_Flood_0002,DDoS-SynonymousIP_Flood,../networksecurity/data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood10.pcap.csv,233430,233460,results/viz/2d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0002.png,results/viz/3d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0002.png
DDoS-SynonymousIP_Flood_0003,DDoS-SynonymousIP_Flood,../networksecurity/data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood11.pcap.csv,49978,50008,results/viz/2d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0003.png,results/viz/3d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0003.png
DDoS-SynonymousIP_Flood_0004,DDoS-SynonymousIP_Flood,../networksecurity/data/CSV/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood12.pcap.csv,136606,136636,results/viz/2d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0004.png,results/viz/3d/DDoS-SynonymousIP_Flood/DDoS-SynonymousIP_Flood_0004.png
DDoS-TCP_Flood_0000,DDoS-TCP_Flood,../networksecurity/data/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood.pcap.csv,249735,249765,results/viz/2d/DDoS-TCP_Flood/DDoS-TCP_Flood_0000.png,results/viz/3d/DDoS-TCP_Flood/DDoS-TCP_Flood_0000.png
DDoS-TCP_Flood_0001,DDoS-TCP_Flood,../networksecurity/data/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood1.pcap.csv,226472,226502,results/viz/2d/DDoS-TCP_Flood/DDoS-TCP_Flood_0001.png,results/viz/3d/DDoS-TCP_Flood/DDoS-TCP_Flood_0001.png
DDoS-TCP_Flood_0002,DDoS-TCP_Flood,../networksecurity/data/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood10.pcap.csv,187156,187186,results/viz/2d/DDoS-TCP_Flood/DDoS-TCP_Flood_0002.png,results/viz/3d/DDoS-TCP_Flood/DDoS-TCP_Flood_0002.png
DDoS-TCP_Flood_0003,DDoS-TCP_Flood,../networksecurity/data/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood11.pcap.csv,166400,166430,results/viz/2d/DDoS-TCP_Flood/DDoS-TCP_Flood_0003.png,results/viz/3d/DDoS-TCP_Flood/DDoS-TCP_Flood_0003.png
DDoS-TCP_Flood_0004,DDoS-TCP_Flood,../networksecurity/data/CSV/DDoS-TCP_Flood/DDoS-TCP_Flood12.pcap.csv,11284,11314,results/viz/2d/DDoS-TCP_Flood/DDoS-TCP_Flood_0004.png,results/viz/3d/DDoS-TCP_Flood/DDoS-TCP_Flood_0004.png
DDoS-UDP_Flood_0000,DDoS-UDP_Flood,../networksecurity/data/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood.pcap.csv,197737,197767,results/viz/2d/DDoS-UDP_Flood/DDoS-UDP_Flood_0000.png,results/viz/3d/DDoS-UDP_Flood/DDoS-UDP_Flood_0000.png
DDoS-UDP_Flood_0001,DDoS-UDP_Flood,../networksecurity/data/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood1.pcap.csv,126341,126371,results/viz/2d/DDoS-UDP_Flood/DDoS-UDP_Flood_0001.png,results/viz/3d/DDoS-UDP_Flood/DDoS-UDP_Flood_0001.png
DDoS-UDP_Flood_0002,DDoS-UDP_Flood,../networksecurity/data/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood10.pcap.csv,23959,23989,results/viz/2d/DDoS-UDP_Flood/DDoS-UDP_Flood_0002.png,results/viz/3d/DDoS-UDP_Flood/DDoS-UDP_Flood_0002.png
DDoS-UDP_Flood_0003,DDoS-UDP_Flood,../networksecurity/data/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood11.pcap.csv,65045,65075,results/viz/2d/DDoS-UDP_Flood/DDoS-UDP_Flood_0003.png,results/viz/3d/DDoS-UDP_Flood/DDoS-UDP_Flood_0003.png
DDoS-UDP_Flood_0004,DDoS-UDP_Flood,../networksecurity/data/CSV/DDoS-UDP_Flood/DDoS-UDP_Flood12.pcap.csv,143700,143730,results/viz/2d/DDoS-UDP_Flood/DDoS-UDP_Flood_0004.png,results/viz/3d/DDoS-UDP_Flood/DDoS-UDP_Flood_0004.png
DDoS-UDP_Fragmentation_0000,DDoS-UDP_Fragmentation,../networksecurity/data/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation.pcap.csv,16361,16391,results/viz/2d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0000.png,results/viz/3d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0000.png
DDoS-UDP_Fragmentation_0001,DDoS-UDP_Fragmentation,../networksecurity/data/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation1.pcap.csv,11430,11460,results/viz/2d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0001.png,results/viz/3d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0001.png
DDoS-UDP_Fragmentation_0002,DDoS-UDP_Fragmentation,../networksecurity/data/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation10.pcap.csv,13687,13717,results/viz/2d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0002.png,results/viz/3d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0002.png
DDoS-UDP_Fragmentation_0003,DDoS-UDP_Fragmentation,../networksecurity/data/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation11.pcap.csv,19934,19964,results/viz/2d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0003.png,results/viz/3d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0003.png
DDoS-UDP_Fragmentation_0004,DDoS-UDP_Fragmentation,../networksecurity/data/CSV/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation12.pcap.csv,10634,10664,results/viz/2d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0004.png,results/viz/3d/DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation_0004.png
DNS_Spoofing_0000,DNS_Spoofing,../networksecurity/data/CSV/DNS_Spoofing/DNS_Spoofing.pcap.csv,10598,10628,results/viz/2d/DNS_Spoofing/DNS_Spoofing_0000.png,results/viz/3d/DNS_Spoofing/DNS_Spoofing_0000.png
DNS_Spoofing_0001,DNS_Spoofing,../networksecurity/data/CSV/DNS_Spoofing/DNS_Spoofing.pcap.csv,19358,19388,results/viz/2d/DNS_Spoofing/DNS_Spoofing_0001.png,results/viz/3d/DNS_Spoofing/DNS_Spoofing_0001.png
DNS_Spoofing_0002,DNS_Spoofing,../networksecurity/data/CSV/DNS_Spoofing/DNS_Spoofing.pcap.csv,64617,64647,results/viz/2d/DNS_Spoofing/DNS_Spoofing_0002.png,results/viz/3d/DNS_Spoofing/DNS_Spoofing_0002.png
DNS_Spoofing_0003,DNS_Spoofing,../networksecurity/data/CSV/DNS_Spoofing/DNS_Spoofing.pcap.csv,106994,107024,results/viz/2d/DNS_Spoofing/DNS_Spoofing_0003.png,results/viz/3d/DNS_Spoofing/DNS_Spoofing_0003.png
DNS_Spoofing_0004,DNS_Spoofing,../networksecurity/data/CSV/DNS_Spoofing/DNS_Spoofing.pcap.csv,115054,115084,results/viz/2d/DNS_Spoofing/DNS_Spoofing_0004.png,results/viz/3d/DNS_Spoofing/DNS_Spoofing_0004.png
DictionaryBruteForce_0000,DictionaryBruteForce,../networksecurity/data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,1957,1987,results/viz/2d/DictionaryBruteForce/DictionaryBruteForce_0000.png,results/viz/3d/DictionaryBruteForce/DictionaryBruteForce_0000.png
DictionaryBruteForce_0001,DictionaryBruteForce,../networksecurity/data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,2940,2970,results/viz/2d/DictionaryBruteForce/DictionaryBruteForce_0001.png,results/viz/3d/DictionaryBruteForce/DictionaryBruteForce_0001.png
